,dob,company_id,last_active,score,member_since,state,first_name,last_name,col_year
7766,1983/03/24,15,2018/11/14,69,1972,NC,David,Martinez,1983
7768,1984/09/28,12,2018/07/22,63,1980,GA,Katherine,Martinez,1984
7769,1993/02/09,16,2018/10/27,58,1985,GA,Amanda,Hill,1993
7780,1990/10/03,3,2018/07/13,44,1970,OR,Ashley,Rivera,1990
7785,1998/06/06,19,2018/03/07,67,1991,CO,Morgan,Evans,1998
7787,1985/12/20,13,2018/10/05,56,1978,SC,James,Clark,1985
7788,1976/01/14,13,2018/03/13,95,1975,HI,Wesley,Anderson,1976
7796,1974/11/24,8,2018/10/30,63,1973,SC,Miguel,Smith,1974
7799,1989/06/04,19,2018/02/12,64,1975,NV,Gina,Clark,1989
7802,1987/04/27,13,2018/06/15,91,1975,SC,Kimberly,Williams,1987
7812,1987/05/11,10,2018/04/15,60,1977,GA,Samuel,Martin,1987
7813,1993/08/19,2,2018/05/14,85,1990,HI,Joseph,Wallace,1993
7821,1988/10/24,1,2018/09/10,65,1976,CO,Kenneth,Gibson,1988
7834,1987/08/29,6,2018/05/23,43,1972,NH,Tiffany,Robinson,1987
7843,1978/02/05,4,2018/08/30,59,1974,MD,Stephanie,Chan,1978
7844,1992/03/22,9,2018/04/17,92,1983,MO,Matthew,Snyder,1992
7845,1982/03/24,18,2018/02/23,79,1972,CO,Thomas,Carrillo,1982
7849,1981/01/19,0,2018/09/11,51,1970,MS,Amy,Le,1981
7857,1993/07/24,14,2018/02/25,50,1973,NH,Timothy,Petersen,1993
7861,1990/07/01,13,2018/03/26,40,1972,MS,Janice,Reed,1990
7862,1990/05/23,14,2018/07/29,50,1979,OR,Amy,Ford,1990
7868,1995/01/14,18,2018/10/30,85,1975,WA,David,Mckenzie,1995
7869,1978/07/05,6,2018/01/29,77,1973,VA,April,Melton,1978
7872,1993/10/21,2,2018/07/04,68,1984,MI,Brandon,Stone,1993
7886,1973/10/08,20,2018/12/04,89,1970,AR,Kayla,Murillo,1973
7887,1993/08/23,11,2018/09/07,91,1976,DE,Sheila,Smith,1993
7890,1981/08/25,15,2018/04/30,59,1973,OK,Donald,Wolf,1981
7897,1997/10/12,15,2018/08/29,31,1996,NJ,David,Harrison,1997
7917,1986/03/30,19,2018/02/20,66,1979,SC,Nicholas,Jensen,1986
7920,1985/05/16,17,2018/05/04,41,1980,NH,Linda,Rodriguez,1985
7923,1995/03/20,9,2018/06/26,64,1992,GA,Roberto,Oneal,1995
7925,1998/10/08,3,2018/05/30,46,1974,NH,Valerie,Madden,1998
7933,1989/05/09,0,2018/08/22,99,1972,TX,April,Ingram,1989
7934,1991/12/26,6,2018/05/24,88,1972,NM,Kevin,Madden,1991
7935,1993/10/28,14,2019/01/06,90,1971,OR,Melinda,Reid,1993
7941,1989/05/04,0,2018/12/26,72,1988,GA,Victor,Blair,1989
7943,1986/07/15,1,2018/03/31,42,1977,MA,Gary,Brown,1986
7949,1978/05/13,5,2018/08/30,96,1972,MN,Brian,Anderson,1978
7950,1998/10/28,3,2018/01/15,56,1974,DE,Valerie,Mendoza,1998
7954,1980/08/24,19,2018/05/04,64,1972,CT,Michael,Villegas,1980
7956,1991/01/13,14,2018/12/30,49,1975,TX,Rebecca,Castillo,1991
7967,1972/05/01,2,2018/02/23,38,1970,TN,Michelle,Sanford,1972
7980,1991/11/10,16,2018/03/19,77,1982,NC,Holly,Hamilton,1991
7985,1974/01/20,16,2018/11/12,42,1973,KS,Julie,Austin,1974
7987,1997/10/03,1,2018/04/28,58,1982,HI,Latasha,Mccoy,1997
7992,1990/08/07,1,2018/12/17,31,1971,HI,William,Martin,1990
7998,1997/11/13,4,2018/04/27,83,1977,WI,Amanda,Ward,1997
8004,1994/12/22,18,2019/01/04,92,1978,AK,Karen,Morales,1994
8013,1993/03/27,16,2018/07/11,52,1977,VA,Jeffery,Blankenship,1993
8014,1996/12/23,17,2018/02/09,76,1970,MS,Michael,Wilson,1996
8016,1987/05/15,20,2018/03/23,58,1985,OK,Joshua,Mcdaniel,1987
8033,1981/02/24,12,2018/04/28,51,1972,IN,Ashley,Schmidt,1981
8037,1988/05/07,8,2018/09/07,91,1977,MD,Randy,Howell,1988
8043,1974/08/24,3,2018/11/29,57,1972,KY,Brittney,Clark,1974
8046,1998/05/03,8,2018/04/05,44,1988,TN,Tracy,Todd,1998
8056,1980/04/23,7,2018/02/14,45,1970,MO,Stacy,Horn,1980
8058,1994/12/31,1,2018/12/24,53,1973,NV,Jennifer,Beck,1994
8059,1990/08/24,3,2018/01/21,72,1970,AZ,Scott,Cunningham,1990
8061,1982/10/04,9,2018/01/22,58,1970,MS,Bruce,Ward,1982
8066,1994/07/16,16,2018/08/27,71,1984,MD,Stacey,Hogan,1994
8067,1996/01/28,8,2018/10/11,79,1983,NY,Shawn,Warner,1996
8071,1993/05/17,4,2018/09/21,35,1974,SD,Kim,Holloway,1993
8072,1978/12/06,10,2018/07/06,94,1971,NM,Gabriel,Soto,1978
8076,1996/04/05,0,2018/04/02,68,1988,MT,Lisa,Duncan,1996
8085,1991/06/25,4,2018/11/16,99,1984,SD,Kerry,Graham,1991
8087,1994/12/25,1,2018/03/15,41,1973,OH,Randy,James,1994
8093,1985/10/02,17,2018/10/19,53,1971,TX,Felicia,Lopez,1985
8098,1994/02/13,12,2018/12/24,72,1980,NH,Cheryl,Benton,1994
8101,1993/08/27,19,2018/05/24,43,1977,HI,Wendy,Henry,1993
8103,1997/04/07,3,2018/07/16,82,1976,NY,Laura,Burns,1997
8107,1996/08/15,7,2018/02/06,48,1970,CO,Chad,Patel,1996
8114,1988/12/06,12,2018/11/22,66,1979,TN,Phillip,Wolf,1988
8116,1997/10/23,19,2018/12/11,67,1982,IL,Stacy,Farrell,1997
8118,1997/11/12,4,2018/11/17,79,1974,OH,Nicole,Bowen,1997
8121,1986/10/30,20,2018/10/09,46,1975,VT,Sarah,Brown,1986
8129,1984/09/06,11,2018/06/07,72,1974,IL,Peter,Price,1984
8137,1987/09/10,11,2018/05/20,39,1972,SC,William,Collins,1987
8142,1980/05/18,2,2018/12/16,90,1973,AL,Angela,Coleman,1980
8144,1994/10/16,16,2018/12/08,72,1974,MN,Brittney,Miller,1994
8145,1975/08/21,16,2018/08/21,76,1972,MD,Jared,Thomas,1975
8150,1995/03/11,7,2018/04/12,58,1994,DC,Robert,Lynn,1995
8152,1994/03/22,15,2018/09/24,61,1974,NJ,Emily,Estes,1994
8156,1990/02/13,2,2018/03/25,69,1981,RI,Elaine,Hicks,1990
8159,1993/06/11,18,2018/11/24,66,1986,ND,Christine,Ray,1993
8161,1986/04/26,9,2018/01/30,81,1979,KY,James,Ball,1986
8175,1990/04/19,5,2018/08/27,61,1977,NH,Monica,Mueller,1990
8180,1987/01/29,19,2018/02/17,85,1983,UT,Juan,Hernandez,1987
8187,1989/09/29,19,2018/10/17,43,1984,OH,Bryan,Brown,1989
8189,1993/06/02,1,2018/01/16,38,1987,MD,Barbara,Johnson,1993
8190,1996/07/20,8,2018/11/21,50,1992,CO,Laura,Gibson,1996
8192,1981/07/29,20,2018/09/06,83,1978,NJ,Kevin,Carpenter,1981
8194,1976/01/14,15,2018/12/05,81,1970,CT,Michael,Randall,1976
8195,1991/07/11,20,2018/06/24,85,1972,WY,Mary,Cox,1991
8201,1993/06/01,16,2018/03/03,73,1976,MS,Lawrence,Hamilton,1993
8208,1994/10/20,10,2018/08/27,83,1993,HI,Javier,Moran,1994
8223,1992/06/18,14,2018/12/06,73,1989,WY,Barbara,Scott,1992
8225,1995/02/09,7,2018/04/08,60,1972,GA,Shawn,Petersen,1995
8230,1998/01/11,9,2018/07/12,34,1971,AZ,Anthony,White,1998
8231,1994/06/29,17,2018/09/18,31,1971,ME,Debra,Coleman,1994
8239,1985/12/17,19,2018/12/02,38,1976,CO,Ashley,Ramirez,1985
8246,1976/11/30,17,2018/12/25,36,1971,TN,Michael,Armstrong,1976
8248,1984/04/15,15,2018/02/03,69,1975,CT,Dustin,Johnson,1984
8251,1985/02/09,20,2018/01/30,57,1975,DE,Joan,Johnson,1985
8254,1974/08/17,14,2018/03/11,67,1973,ME,Regina,Martinez,1974
8257,1996/05/16,1,2018/12/28,33,1985,KY,Billy,Hurst,1996
8265,1993/05/20,12,2018/09/27,52,1973,VT,Deborah,Reyes,1993
8281,1998/11/25,6,2018/02/20,62,1992,GA,Amber,Beasley,1998
8285,1987/09/06,16,2018/04/16,70,1974,NE,William,Hanson,1987
8287,1990/01/01,2,2018/07/26,52,1987,CT,Monica,Galvan,1990
8302,1993/12/03,20,2018/09/05,68,1992,OK,Joseph,Buck,1993
8307,1987/02/18,12,2018/08/09,91,1977,OR,Jeremy,Johnson,1987
8330,1994/06/16,16,2018/01/19,89,1971,FL,Brenda,Garrett,1994
8333,1993/05/16,11,2018/10/12,93,1985,IL,Russell,Savage,1993
8337,1984/02/07,3,2018/05/01,86,1973,ID,Loretta,Young,1984
8339,1985/06/11,16,2018/05/03,40,1970,OH,Lisa,Jacobs,1985
8341,1997/07/05,20,2018/03/18,66,1983,NM,Matthew,Carter,1997
8345,1994/03/17,4,2018/09/23,36,1979,MD,Michael,Wise,1994
8348,1995/05/21,4,2018/08/20,97,1971,DC,Patricia,Lawrence,1995
8353,1987/11/16,19,2018/11/08,92,1974,NJ,Rachael,Garcia,1987
8356,1998/06/16,18,2018/11/26,46,1990,UT,Cheryl,Perez,1998
8361,1978/05/30,4,2018/03/27,49,1971,TX,Paul,Taylor,1978
8363,1983/02/06,20,2018/08/25,82,1978,DE,Karen,Gibbs,1983
8364,1994/10/29,11,2018/11/27,43,1984,VA,Bryan,Robinson,1994
8372,1985/05/24,12,2018/03/18,90,1975,SC,Lindsay,Ferguson,1985
8373,1985/09/28,19,2018/12/29,76,1978,DE,Jeff,Wright,1985
8376,1997/04/05,13,2018/05/09,98,1970,GA,Amanda,Monroe,1997
8377,1995/05/17,17,2018/07/03,48,1990,IL,Joshua,Lopez,1995
8378,1994/11/15,12,2018/12/11,41,1987,MO,Jason,Hill,1994
8379,1993/05/11,7,2018/10/06,51,1984,OH,James,Lee,1993
8383,1994/06/19,17,2018/06/24,59,1973,FL,Alec,Ward,1994
8387,1989/07/04,0,2018/11/14,33,1977,VT,Donald,Merritt,1989
8389,1997/07/27,0,2018/03/10,43,1995,CA,Kenneth,Solomon,1997
8393,1985/12/27,8,2018/12/08,79,1979,NY,Mark,Davis,1985
8399,1981/05/05,14,2018/08/20,93,1972,NE,Curtis,Kline,1981
8401,1998/06/22,11,2018/02/19,31,1996,WI,Alexander,Mclean,1998
8403,1987/07/27,17,2018/03/19,54,1981,MD,Lisa,Chung,1987
8405,1993/05/10,14,2018/07/13,73,1983,VT,Victoria,Kane,1993
8408,1985/01/06,16,2018/08/22,73,1975,FL,Jesse,Martin,1985
8410,1984/05/12,4,2018/09/01,40,1971,KS,Michael,Miller,1984
8416,1985/11/12,10,2018/09/14,39,1982,LA,Emma,Kelly,1985
8417,1998/04/27,19,2018/05/27,68,1973,RI,Laura,Bean,1998
8420,1987/02/20,14,2018/10/27,52,1981,MD,Morgan,Flynn,1987
8421,1982/04/19,0,2018/01/12,67,1972,WA,Samantha,Nolan,1982
8426,1998/09/03,20,2018/02/10,81,1984,DC,Jonathan,Francis,1998
8431,1992/05/25,18,2018/01/30,53,1975,DC,Amy,Norris,1992
8434,1998/07/10,9,2018/04/19,94,1971,DE,Cheryl,Oneill,1998
8438,1998/01/30,16,2018/04/19,37,1977,SD,Paul,Kent,1998
8453,1991/02/25,1,2018/07/28,36,1987,AL,Jessica,Turner,1991
8463,1988/10/13,5,2018/09/04,34,1973,WI,Michael,Robles,1988
8471,1997/05/25,2,2018/07/08,96,1990,MA,Theresa,Manning,1997
8478,1983/10/30,15,2018/12/06,51,1970,TN,Michael,Cooper,1983
8483,1993/04/25,10,2018/10/17,45,1974,IA,Mary,Guzman,1993
8492,1984/09/19,6,2018/01/28,69,1970,NM,Margaret,Wheeler,1984
8494,1982/12/29,16,2018/04/18,72,1978,IL,Vincent,Pratt,1982
8496,1995/03/04,8,2018/12/10,76,1981,PA,Catherine,Smith,1995
8498,1994/10/16,3,2018/10/22,64,1986,CO,Debra,Mccarthy,1994
8500,1997/12/12,8,2018/12/28,76,1994,TX,Stephen,Ballard,1997
8501,1991/06/28,7,2018/08/06,96,1979,SC,Brian,Singleton,1991
8502,1988/10/06,0,2018/04/05,50,1984,OH,Ariel,Becker,1988
8503,1994/11/10,8,2018/08/22,98,1976,MI,Manuel,Cox,1994
8505,1983/06/23,13,2018/10/08,93,1975,IN,Bradley,Johnson,1983
8509,1976/02/04,2,2018/08/09,35,1973,PA,Bryce,Boyer,1976
8521,1997/01/13,15,2018/02/05,79,1982,SC,Tammy,Patrick,1997
8532,1995/06/22,13,2018/11/10,38,1976,MS,David,Strickland,1995
8533,1985/03/30,16,2018/05/29,57,1979,ID,Ann,Simmons,1985
8537,1978/05/02,7,2018/02/07,45,1971,TX,Julia,Hodge,1978
8539,1997/11/08,12,2018/04/22,40,1992,SC,Lisa,Ellis,1997
8544,1994/06/26,11,2018/02/23,83,1971,MO,Jonathan,Rodriguez,1994
8546,1989/12/31,2,2018/10/04,71,1986,WV,Joshua,Goodwin,1989
8554,1997/04/26,19,2018/07/13,78,1990,SD,Bryan,Nguyen,1997
8555,1997/10/27,0,2018/08/20,46,1974,UT,Amy,Anderson,1997
8557,1987/10/05,9,2018/03/26,91,1983,KY,Adam,Fernandez,1987
8569,1987/01/09,10,2018/09/06,35,1977,DC,Brian,Dixon,1987
8573,1991/07/03,14,2018/04/26,77,1985,ID,Matthew,Gallagher,1991
8575,1992/06/23,1,2018/09/12,90,1976,AK,Amber,Berger,1992
8578,1974/02/08,7,2018/09/19,50,1971,SC,Brian,Johnson,1974
8582,1995/01/12,18,2018/03/07,88,1979,CO,Michael,Conway,1995
8586,1994/09/30,10,2018/11/13,37,1981,UT,Robert,Sanchez,1994
8588,1987/04/30,4,2018/10/10,83,1977,WA,Martha,Beard,1987
8591,1986/06/20,2,2018/04/08,90,1978,DC,Anthony,Mcneil,1986
8595,1983/08/10,19,2018/07/09,85,1980,OR,Alicia,Huang,1983
8597,1992/08/26,20,2018/03/23,78,1977,WV,John,Arroyo,1992
8599,1996/11/25,4,2018/07/08,81,1990,MS,Nicholas,Rogers,1996
8610,1988/04/10,19,2019/01/08,49,1978,ID,Pamela,Henry,1988
8620,1997/01/04,8,2018/09/12,93,1972,KY,Janice,Bush,1997
8624,1994/06/29,2,2018/11/16,83,1989,WV,Mark,Morris,1994
8626,1990/11/17,5,2018/11/13,59,1982,NM,Emily,Richards,1990
8630,1989/10/19,13,2018/12/13,78,1987,FL,Kimberly,Huber,1989
8632,1972/09/02,10,2018/02/10,95,1970,DC,Kevin,Bowers,1972
8633,1980/09/05,12,2018/05/15,91,1970,MI,Gregory,Dorsey,1980
8634,1985/08/01,19,2018/06/12,99,1978,CT,Holly,Fowler,1985
8648,1994/08/12,10,2018/01/22,34,1976,WI,Olivia,Spencer,1994
8649,1987/05/15,18,2018/11/10,50,1984,KY,James,Mayo,1987
8650,1993/01/17,6,2018/05/29,81,1978,SC,Jonathan,Jones,1993
8651,1981/03/14,6,2018/06/26,40,1980,WA,Lucas,Cardenas,1981
8652,1990/05/31,2,2018/07/01,33,1977,NJ,John,Barber,1990
8653,1988/08/09,8,2018/12/09,55,1981,AL,Brian,Christensen,1988
8656,1984/05/17,2,2018/03/08,79,1981,OR,Justin,Collins,1984
8659,1987/06/01,6,2018/08/13,38,1984,OR,Michelle,Morris,1987
8666,1993/09/29,10,2018/11/14,80,1970,MD,Marcus,Jacobs,1993
8668,1983/11/09,20,2018/06/19,76,1980,NH,Alan,Rivera,1983
8671,1997/05/07,19,2018/03/01,35,1981,DE,Edward,Tanner,1997
8677,1984/04/21,4,2018/02/18,63,1978,NE,Mark,Tran,1984
8687,1984/02/11,6,2018/05/16,98,1982,ID,Samantha,Miller,1984
8689,1988/06/14,15,2018/10/16,30,1982,HI,Tina,Carlson,1988
8690,1990/01/10,5,2019/01/08,81,1970,UT,Ryan,Holmes,1990
8692,1994/07/11,0,2018/04/08,58,1984,MT,Stefanie,Scott,1994
8697,1985/11/07,17,2018/11/14,31,1980,ID,Donna,Mcgee,1985
8706,1989/03/03,8,2018/07/23,41,1979,IA,Joshua,Vega,1989
8718,1996/12/03,3,2018/10/27,48,1991,NC,Amber,Lewis,1996
8721,1993/02/13,7,2018/03/30,81,1971,WV,Kathleen,Clark,1993
8729,1993/01/09,10,2018/10/13,95,1980,LA,Jesus,Hernandez,1993
8733,1996/07/22,6,2018/11/12,89,1974,CT,Pamela,Anderson,1996
8737,1986/04/19,8,2018/04/23,32,1978,CT,Jay,Hayden,1986
8749,1979/12/07,19,2018/04/27,42,1974,OR,Renee,Edwards,1979
8752,1996/02/16,16,2018/09/20,61,1995,PA,Sean,Howard,1996
8753,1996/05/10,9,2018/04/24,83,1976,VT,Phillip,Williams,1996
8764,1984/09/05,0,2018/01/22,76,1977,KS,Kristin,Rogers,1984
8767,1997/11/12,12,2018/02/11,79,1990,ND,Dennis,Hoffman,1997
8768,1995/09/05,1,2018/10/03,49,1979,MD,Valerie,English,1995
8772,1984/01/30,9,2018/06/28,44,1972,FL,Diane,Beck,1984
8773,1997/09/05,18,2018/10/06,35,1984,CO,Jesse,Ellis,1997
8777,1997/10/07,2,2018/03/19,92,1986,WI,Dawn,Perez,1997
8779,1991/03/27,2,2018/02/05,36,1983,IA,David,Brown,1991
8784,1991/10/13,5,2018/07/31,51,1971,NC,Cameron,Robbins,1991
8789,1993/01/14,6,2018/01/20,59,1970,NJ,Jason,Martin,1993
8790,1993/08/25,15,2018/04/15,38,1977,IL,Michael,Hart,1993
8798,1997/04/16,19,2019/01/01,79,1996,DE,Mckenzie,Powell,1997
8799,1989/07/18,12,2018/05/30,85,1982,MT,Devin,Bright,1989
8805,1989/11/28,5,2018/10/21,96,1972,NV,Courtney,Jackson,1989
8818,1991/05/04,7,2018/07/10,59,1990,AL,Ricardo,Johnson,1991
8826,1997/08/18,17,2018/07/09,48,1971,SD,Michael,Harper,1997
8829,1982/12/06,0,2018/03/21,72,1977,MS,Angel,Miller,1982
8840,1990/02/19,15,2018/07/17,97,1976,LA,Melissa,Gonzalez,1990
8845,1986/06/15,0,2018/09/01,59,1977,IN,Pedro,Mitchell,1986
8847,1984/12/01,4,2018/09/12,55,1975,MI,Mary,Hess,1984
8854,1982/03/27,5,2018/08/21,61,1975,MT,Scott,Barron,1982
8855,1975/12/20,8,2018/04/23,44,1972,NV,Steven,Watts,1975
8860,1992/05/24,6,2018/02/14,93,1985,AL,Janice,Farmer,1992
8861,1982/10/09,3,2018/01/26,58,1980,TX,Kenneth,Wagner,1982
8870,1988/01/11,15,2018/03/16,73,1975,VA,Daniel,Hood,1988
8876,1998/10/05,12,2018/09/02,42,1996,HI,Stacy,Craig,1998
8877,1996/01/17,12,2018/08/11,67,1989,NE,Christopher,Hill,1996
8878,1999/01/05,2,2018/03/08,33,1993,IA,Karen,Peters,1999
8879,1991/12/25,16,2018/05/31,95,1980,PA,David,Jones,1991
8880,1997/05/25,5,2018/11/26,38,1977,MA,Melissa,Anderson,1997
8887,1982/10/24,12,2018/02/22,45,1974,MN,Daniel,Hutchinson,1982
8889,1995/12/06,10,2018/08/04,46,1987,VT,Benjamin,Robbins,1995
8897,1995/07/19,2,2018/09/16,61,1980,OK,Kyle,Nash,1995
8900,1998/09/17,0,2018/08/29,33,1991,AZ,Teresa,Reynolds,1998
8910,1980/08/23,20,2018/03/15,67,1979,ME,Robert,Parker,1980
8911,1989/06/29,1,2018/08/10,67,1987,UT,Bryan,Long,1989
8914,1994/04/30,6,2018/09/14,47,1973,MO,Michael,Hardin,1994
8916,1982/04/21,6,2018/05/03,67,1979,MA,Veronica,Leach,1982
8922,1997/04/11,12,2018/06/30,41,1978,HI,Jamie,Cox,1997
8926,1988/09/25,0,2018/02/17,43,1979,IL,Erika,Mcguire,1988
8932,1996/03/15,3,2018/02/15,42,1979,WY,Amber,Alvarez,1996
8933,1997/10/23,5,2018/12/19,82,1988,MT,Cheryl,Perry,1997
8937,1998/10/02,0,2018/01/27,89,1973,WY,Katherine,Tate,1998
8941,1995/12/29,2,2018/10/24,79,1992,IN,Christopher,Ellis,1995
8943,1985/10/21,11,2018/08/10,37,1974,IN,Kathy,Hogan,1985
8944,1989/10/08,10,2018/09/20,72,1976,KS,James,Martin,1989
8957,1977/11/01,4,2018/04/20,86,1970,WI,Clayton,Baldwin,1977
8964,1992/11/22,16,2018/09/26,92,1989,PA,Eric,Sheppard,1992
8966,1993/03/18,19,2018/11/23,65,1970,WI,Justin,Myers,1993
8968,1998/08/03,19,2018/03/15,92,1972,WY,Jacob,Mullins,1998
8970,1991/11/09,12,2018/07/08,78,1988,MN,Alexander,Ramirez,1991
8980,1979/10/07,16,2018/10/11,37,1977,FL,Mary,Downs,1979
8994,1989/07/03,13,2018/10/14,40,1980,TN,Robert,Barnes,1989
9009,1992/08/30,3,2019/01/07,71,1973,MO,Diane,Robinson,1992
9011,1992/08/25,7,2018/07/18,51,1977,LA,Alexander,Owens,1992
9012,1975/01/11,6,2018/08/31,50,1972,AL,Scott,Lewis,1975
9017,1997/12/30,7,2018/10/15,63,1994,OH,Harry,Saunders,1997
9027,1983/06/21,12,2018/09/19,36,1981,KS,Charles,Gregory,1983
9029,1989/09/22,16,2019/01/02,84,1975,VA,Brittany,Williams,1989
9031,1982/02/23,19,2018/05/10,74,1977,WI,Kayla,Barron,1982
9038,1981/06/15,20,2018/03/30,35,1972,TN,Glenn,Martin,1981
9051,1975/06/17,11,2018/10/13,99,1971,ME,David,Shaw,1975
9053,1992/12/26,4,2018/04/15,43,1981,AK,Stephen,Galloway,1992
9056,1997/12/29,18,2018/07/25,92,1970,NV,Christopher,Carr,1997
9064,1997/10/06,16,2018/03/27,45,1981,KS,Angela,Smith,1997
9067,1991/05/23,2,2018/02/06,50,1985,NM,Dustin,Nelson,1991
9071,1998/03/20,17,2018/11/04,53,1979,ND,Brian,Harvey,1998
9073,1981/02/17,3,2018/04/16,58,1976,VA,Matthew,Woods,1981
9076,1991/10/24,20,2018/10/27,84,1983,MD,Carol,Cortez,1991
9078,1983/07/18,19,2018/04/27,36,1974,NJ,Walter,Tran,1983
9081,1980/10/19,5,2018/10/21,79,1975,NM,Carol,Moore,1980
9084,1979/02/15,17,2018/02/04,81,1975,NH,Dean,Cruz,1979
9090,1979/05/02,1,2018/06/21,50,1974,GA,Anthony,Page,1979
9092,1992/04/01,14,2018/10/25,53,1985,WV,Michael,Farmer,1992
9094,1990/08/06,19,2018/07/23,85,1989,IN,Larry,Walter,1990
9095,1984/01/17,12,2018/09/15,48,1973,NV,Holly,Barnes,1984
9097,1983/06/18,15,2018/06/09,64,1978,IA,Benjamin,Ewing,1983
9111,1973/11/02,4,2018/03/20,51,1972,GA,Travis,Collins,1973
9115,1994/10/24,17,2018/04/04,93,1985,UT,Ian,Guzman,1994
9120,1994/01/11,18,2018/12/26,32,1986,AZ,Joseph,Daugherty,1994
9128,1991/11/08,3,2018/12/25,46,1970,NM,Nicholas,Price,1991
9129,1982/03/05,4,2018/08/23,31,1972,DC,Joseph,Medina,1982
9142,1997/09/15,1,2018/10/03,84,1992,NJ,Danielle,Strickland,1997
9146,1983/05/11,19,2018/06/11,38,1980,KY,Joan,Reyes,1983
9152,1989/09/14,18,2018/03/06,99,1980,TX,Harold,Morrison,1989
9153,1983/05/21,15,2018/09/21,67,1970,WV,Sandra,Cervantes,1983
9158,1992/07/25,11,2018/08/24,98,1980,NV,Kimberly,Fleming,1992
9163,1993/11/08,5,2018/06/03,44,1981,VT,Sylvia,Jenkins,1993
9164,1988/07/16,6,2018/09/19,43,1985,AL,Amanda,Wood,1988
9168,1988/10/04,6,2018/02/27,96,1973,WA,Amy,Zuniga,1988
9172,1992/06/16,15,2018/02/25,43,1990,AL,Charles,Bishop,1992
9177,1984/12/07,9,2018/07/18,66,1971,OH,Kevin,Morris,1984
9183,1993/06/22,19,2018/02/06,97,1981,PA,Jerome,Macias,1993
9185,1994/01/04,6,2018/01/15,60,1978,AL,Erin,Boyd,1994
9191,1991/09/15,18,2018/02/14,61,1987,IA,Jennifer,Martinez,1991
9196,1979/04/04,8,2018/03/27,41,1971,NE,Seth,Cantu,1979
9202,1995/03/24,4,2018/09/18,84,1977,VA,John,Diaz,1995
9207,1983/06/28,1,2018/11/25,67,1973,WA,Kelsey,Lewis,1983
9217,1997/01/08,18,2018/11/18,66,1977,PA,Lauren,Freeman,1997
9230,1995/07/14,14,2018/11/01,74,1990,CT,Erika,Dominguez,1995
9231,1997/06/22,15,2018/04/03,67,1982,IL,Daniel,Cruz,1997
9235,1997/08/16,2,2018/10/08,54,1988,KY,Robert,Garza,1997
9237,1982/07/01,15,2018/08/31,30,1972,AK,Jillian,Harris,1982
9239,1986/07/09,2,2018/07/15,74,1973,OR,Jamie,Williams,1986
9245,1988/03/04,11,2018/04/14,58,1972,RI,Joseph,Smith,1988
9250,1988/12/23,14,2018/01/20,58,1987,TN,Benjamin,Fowler,1988
9257,1989/03/08,4,2018/12/30,37,1978,CA,Alyssa,Oconnor,1989
9258,1989/03/05,0,2018/02/22,55,1987,WI,Margaret,Rios,1989
9264,1982/11/03,6,2018/07/15,44,1976,DC,Rachel,Coleman,1982
9291,1979/12/26,5,2018/02/08,44,1975,WY,Tricia,Dillon,1979
9294,1992/04/19,13,2018/06/30,93,1976,SD,Lance,Allen,1992
9299,1998/09/11,1,2018/08/17,86,1970,ND,Sarah,Johnston,1998
9302,1997/04/16,11,2018/04/22,35,1973,ID,Craig,White,1997
9304,1991/01/26,2,2018/04/03,35,1988,NM,Alexander,Adams,1991
9309,1998/11/17,15,2018/10/12,39,1992,NV,Brian,Blanchard,1998
9314,1998/08/24,19,2018/11/01,89,1976,IA,Nicole,Turner,1998
9316,1976/02/23,6,2018/03/04,33,1970,OK,Tracy,Yu,1976
9319,1978/07/28,15,2018/12/15,91,1972,OK,Lisa,Lopez,1978
9333,1990/06/25,16,2018/03/31,37,1970,UT,Amanda,Richards,1990
9341,1976/11/14,17,2018/03/13,74,1972,ID,Allison,Lloyd,1976
9342,1981/05/04,8,2018/07/03,43,1971,IN,Christopher,Mercado,1981
9344,1988/08/15,8,2018/08/15,44,1985,CO,Kimberly,Alvarez,1988
9345,1996/06/12,11,2018/10/11,64,1991,AK,Rachel,Ho,1996
9347,1983/07/19,11,2018/08/15,88,1977,MO,Kevin,Perkins,1983
9350,1989/06/30,10,2018/09/06,52,1973,IN,Emily,Holmes,1989
9351,1996/11/21,0,2018/11/09,72,1970,NC,Todd,Herrera,1996
9354,1994/12/14,15,2018/06/10,94,1992,KY,Michael,Watson,1994
9358,1990/04/16,2,2018/11/18,81,1984,IN,Jennifer,Young,1990
9359,1979/10/28,14,2018/03/04,92,1975,GA,Shane,Anderson,1979
9366,1982/04/04,19,2018/12/28,99,1976,AR,Pamela,Hopkins,1982
9370,1995/06/30,2,2018/08/30,53,1984,NE,David,Thomas,1995
9377,1997/06/03,3,2018/09/04,49,1995,VT,Steven,Lewis,1997
9380,1998/08/20,16,2018/04/06,80,1977,PA,Bryan,Lawrence,1998
9383,1998/01/27,9,2018/02/28,60,1988,TX,Haley,Turner,1998
9384,1992/03/03,18,2018/06/14,31,1988,TN,Anthony,Mclean,1992
9387,1991/03/24,4,2018/09/07,59,1971,WV,Ralph,Bell,1991
9395,1997/10/14,15,2018/10/28,70,1972,WA,Crystal,Thompson,1997
9399,1979/08/24,17,2018/06/18,37,1971,NH,Stephen,Collins,1979
9401,1997/06/25,17,2018/10/03,41,1983,SC,Jimmy,Porter,1997
